class,review_text
2,My grandbaby LOVES Eric Carle books and this was a wonderful Christmas addition. It is a beautiful book. I totally recommend it.
1,"Got one as a gift and now have to return it. It is not as ""universal"" as it states. The only way you can keep a Peg Perego Primo Viaggio car seat from completely falling off is to use a strap that it somes with. The car seat does not lock onto anything, but merely rests on the bar. The problem with having to strap the car seat down is that the strap goes OVER the baby's chubby legs and/or belly. It doesn't leave much room for an infant once you secure the car seat to the stroller."
2,"These books are simply gorgeous. They are top-quality, with glossy paper and come in a very sturdy box. However, they books are a LOT larger and heavier than I expected, which is fine, but would definitely make reading them difficult. It would be a burden to have to carry them around, as each individual book is surprisingly heavy. However, they are great collector's items, meant to last. I bought them because they look nice, and I wanted to own a better copy of this magnificent series other than my old beaten up paperback editions. (I will still use the paperbacks for re-reading, though!)Even so, they are wonderful copies, and I highly recommend them if you are looking for a nice edition to collect or display. I think it would have been better if they made these books more practical, though, as nice as they are."
1,"I cannot recommend this product. I bought a few, excited to try my hand at sprouting.Well, today is the 3rd day, and the sprouts have been doing well! The alfalfa outgrew the clover and mung beans, so I decided to harvest some of it. Imagine my disgust when I unscrewed the lid and found that the screen had turned black along the edge! I wouldn't call it rust -- it's not red -- more like some less-friendly oxidation. (Nickel? Chromium?) And the black wasn't just some surface-finish, but a fine powder. I tried eating some of the sprouts, but couldn't, because they had a very strong metallic taste. Possibly poisonous, but definitely not wholesome. What a waste of my first batch of sprouts.I won't be deterred from this little hobby, but I'm going to pick up some of the plastic perforated lids instead.Notes: The edges are rough-cut, not finished or folded over. Also, if you do decide to ignore my recommendation and buy this product, it is designed to fit a widemouth jar."
2,"Not knowing what I was getting into I had bought the first three books in the series, and I just finished Dhampir. This is an Awesome book, it tells the story from multiple view points and you love both sides. The battle sequenceing is one of the best I have ever read. This book is a buyer!"
1,"The picture for the product was hilarious, but my dog doesn't carry it that way, I don't think any dow will. My dog chewed it up in less than a day."
1,"The jack snapped off the antenna during assembly, rendering the whole thing useless. Cheaper is not always better I guess. If anyone has a suggestion for a HDTV antenna that won't fall apart in your hands, I'm all ears."
1,"The product arrived on time, straight from Hong Kong. It only works every once in a while with Apple products. When I plug in the USB it will charge for a few minutes and then stop. Since it mentioned iPods in the description, this is what I purchased it for. Also, there is a red light that illuminates indicating that it is plugged in. The red light is incredibly bright and somewhat distracting when driving at night. Also, the light doesn't turn off when your car is turned off, so it acts as if it were a light house notifying all car burglars of possible electronics in the car. But like I mentioned in the title, I didn't expect a whole lot for the price."
1,This dvd player worked for a few month and broke. It would take more money to fix it then to buy a new one. I'm very unhappy with this device.
2,"Centric brake rotors are a solid value brand and I have these on my second car. They are quiet, have great stopping power and last a reasonably long time. These are NOT performance rotors and I would not put them on V8 corvette but on a 1994 Nissan Sentra they work great."
2,"when i first saw the cd in the store and looked at the back, i wasn't interested. but afterseeing the movie, a friend and i decided to go buy it. i have to admit, i was dead wrong! i love this cd! i like how there's a mix of different songs. my favorites are: ""rocket collecting"" by milla; ""suicide note"" b johnette napolitano; ""hover"" by trust company; and rev 22:20. i also like the few instrumental intro songs! overall, this is a great cd. i think there's only 1 or 2 out of the 19 songs that i don't like."
2,"This book is more a compilation of previously published stories of the Author and less a new volume of work. It is also oddly laid out. If you like Hans Holzer's slightly blase' and clinical take on the supernatural, and don't mind a stroll down memory lane, then this is the book for you."
2,"If there ever was a book that illustrated the ways and means of changing and hardening of a heart of a man, Franz Stangl, from an anti-Nazi, Austrian Police Captain into the Treblinka Kommendant, the most despicable extermination camp, killing 6 million, this book is it!I read this book years ago and have since purchased it for several of my friends. One can read this and see the parallels to today in our government, the uprising, the mob mentality, the increase in the cost of food, oil and other necessities, the loss of freedoms, and more. It really shows that history can and does repeat itself.I think everyone should read this book and look at the signs. It is incredible. It is amazing that Sereny was even able to get inside the prison to interview Stangl.This is a must read book."
1,"I'm very disappointed, I can't feel the smell, well...only if I get close one inch of the bottle!! Smell just a bit in the morning when open the car and 5 second later the smell go away!! bad product try something else I don't recommend this product."
2,"WHY IS THIS BOOK NOT AVAILABLE ON KINDLE???? It's more than a bit silly to have the first and last books in the series available on the Kindle, but not the middle book. Yes, very silly indeed.Amazon, please rectify this immediately.Thank you."
2,Great video. Great workout for my buns! I have tried several work out videos in the past and haven't had interest in sticking with it. Kendra makes it fun and keeps me motivated! Thank you Kendra
1,"I picked this up as I was interested in the circa-WWI time period in US. The unfolding story drew me in and held my intense interest... until the weak and unsatisfying ending.The author seems to have done his homework quite well in exhaustively researching the time period and developing characters and plots accordingly. But when considering the book's length (~700 pages), it seemed the author was perhaps rushed to end the book by tying up loose ends/characters in short, weak, and ultimately unsatisfying scenes that left me feeling shortchanged.To me, the best part of the book was the opening vignette ""Babe Ruth in Ohio"". This piece, which can be read as a stand-alone short story, was worth the price of admission. However, I felt the ending revealed a work not overall worthy of the time needed to read it."
1,"I may have done permanent damage to my child's cognitive development by letting him watch it. Rehashed, unoriginal crap designed to steal your money."
1,"Be sure to check with the seller that the cards are included with the set...The book alone will do you no good without the cards, as the book was written exclusively for those cards.Sent back for refund."
2,"Silk Road 2 is a beautiful piece of music, and again Kitaro shows himself to be a master in painting a picture with music. The ten pieces on this disk are exquisitely done and can, if you let them, transport you to another place and time. This is an excellent sequel to Silk Road 1, and I highly recommend it."
1,"Overall, this brush is great... EXCEPT that it pretty much scratched up the entire TV screen. It is advertised to ""...gently dust delicate surfaces. Keeps fans, blinds, televisions, and keyboards dust-free."" Not only that, but on the Dyson website, the demo shows the brush on the screen of a TV! I VERY carefully dusted my NEW TV, and it has scratches all over it now! EEEK! I am in contact with Dyson to see what they will do to fix the issue, and my TV. We'll see..."
2,"Where was this book during my last acting class? Ms. Nichols book is long overdue. The only other scene book I could find was so outdated I felt I needed to wear a zoot suit. This scene book is so great. I took it to my acting class and everyone practically did handstands. Never again will I have to struggle with scene partners who depend on me to find an appropriate scene. Now and forever I can hand them this book (if they already don't have one of their own) and say: ""Here are 99 scences to pick from."" From one struggeling actor I say, thank-you, thank-you, thank-you for providing this wonderful tool to us all. You are the best!"
2,Our child doesn't have to be reminded to use the spell check very often when he writes. However auto-correcct and some of the other optionns given don't always have the meaning he is going for. This speller & dictionary comes in handy once the writing assignment has been hand written or printed out for proof reading. The dictionary can be a little slow and some words are just not available unless you look them up the old fashioned way with an actual dictionary; but I still rate it at 4 stars. Learning new words takes time and I don't think an 8 to 10 second wait is going to hurt anybody.
2,"I purchased this book for a young woman who is very much into knitting. The purchase arrived promptly and in excellent condition. The gift recipient was delighted. This was a book she had wanted for quite some time. By the way, I intended to purchase the book at a bookstore and found the price to be almost double what it was by purchasing through Amazon.com and the cost of shipping."
2,"What a guy. The Talent this chap has is amazing. Not only does he work for Devon Knight, he's a top singer.If you buy one album this year buy this. With so many top tracks i just dont know which is my favourite.Also Mr Hasselhoff can be seen playing a arcade game in the film Flashdance. This Guy is the MAN!!!!!!!!"
2,"DovBer Pinson takes the reader on a crash course through Chabad style meditation techniques. This book is clearly written and easy to understand. However, the reader should be aware that the style of meditation taught here is extremely challenging. As a Chabad approach, it stresses intellectual elements; unlike other forms of mediation, which involve the body, breathing, postures (sometimes all) Pinson's approach is strictly intellectual. He provides a challenging form of mental self-discipline for anyone who wishes to try it."
1,"I bought this about 5 days ago but am very disappointed. The basic GPS function giving you latitude and long works ok but the MapCompanion mapping software does not. You have to download an upgrade to get it to work at all on my Visor Neo and the key pull down ""Menu"" button never appears on the screen and you are left helpless to switch modes or maps. City and county maps do not seem to integrate, either. I am going to return this thing and get my money back."
2,"Purchased for my husband after seeing on Dr. Oz. He likes it, but it is too soon see to know if it will prevent fever blisters."
1,Not near as funny as I remembered it from the first time around years ago. I was a little disappointed.
2,"I can't add much to the positive reviews already posted. The blends of drums, flutes, rattles, etc. are relaxing yet, at the same time, very enlivening. Great for long walks, relaxing, or meditation. I think I'm getting hooked on it."
2,After weeks of usage I can say that I have had positive results while using this Forest Green Japanese Bath Salts product. Plan to continue using on a continual basis.
1,"I thought it was cool that a woman had the nerve to follow a dream and move to a completely foreign city.However, it's NOT cool that she lived off her rich parents' dime and didn't bother to get a job. It's not cool that she lied to her friends and told them that she taught English when in fact she lived in an apartment with a doorman while doing nothing.It's not cool that everyone she danced with thought she was, ahem, 'EASY', shall we say.And the most unfortunate thing at all is that after years of not working and doing nothing BUT dancing tango and ballet, she still looks like and ABSOLUTE beginner (judging from her website).Hey, at least she got mom and dad to fly her to Greece once the going got tough. That's pretty cool."
1,Dittohead's Guide to Adult Beverages was very boring and unentertaining! It seems as though it was written by an amateur. This book should have been e-published. The author's attempts at wit fall pretty flat. Don't waste your time or money on this.
2,"HI,THIS COUPON ORGANIZER IS REALLY HELPFUL, ITS COMPACT, FITS OVER THE CART HANDLE, AND HAS BEENVERY USEFUL WHEN I AM GOING SHOPPING.....ITS LIGHTWEIGHT, SOFT TO THE TOUCH, AND I REALLY RECOMMEND IT TO ANYONE WHO WOULD LIKE THIS TYPE OF ORGANIZER, AND THE PRICES ARE RIGHT...I ALSORECEIVED THIS VERY QUICKLY IN THE MAIL....."
1,Bought from ANTonline. product arrived defective & they did not want to pay for return shipping.
2,"This beatifully set anthology features stories of all stripes - from girdles to spankings, colors to places to races to professions. Any and every fetish awaits you, with stories by powerful writers who make each page sizzle. Not every reader will actually indulge in every fetish here, but you can enjoy all of these wonderfully crafted, deliciously detailed stories by some wonderful writers, and on topics that are both accepted parts of the fetish world and novel takes on underappreciated kinks."
2,This jacket is basicaly pretty good. My only gripe is that the belt clip hangs up on the enclosure seal when you rotate it. So I have to use 2 hands to spin it.
1,The material contained in this book is redundant with so many others with the focus on increasing the health (spirit and activism) of the congregation.
1,"My husband got this in October 2009 (9 months ago). We live where it is very cold in the winter), and he gets to work at 6 AM. He was thrilled with this thermos, because it kept his tea HOT well into the afternoon. A few weeks ago, he noticed that it isn't keeping his tea hot, even 3 hours. I think the vacuum seal let go, as there is no glass to break. Very disappointing. Yes, its under warranty, but you have to send it back, which is a hassle."
2,"Dr. Sears provides down to earth suggestions and solutions to coping with a fussy baby. He also provides some reassurance to new parents who aren't quite sure what to do with a screaming baby. I think his ideas about parenting are logical and seem to reinforce what intuitively I already knew. Dr. Sears also provides support for his beliefs about attachment parenting and sharing sleep. It's also wonderful to hear that his style of parenting is not an all or nothing style. He merely suggests that parents need to do whatever works for them and their unique little person. Ultimately, Dr. Sears just wants parents to be just that, PARENTS."
1,"It starts with a good begining, moves in to a dull middle and then an unsatisfiying predictable ending. I really have a problem with his dialog. Every character talks like a 50 year former member of the military."
1,When i first saw the game i thought it would be a really cool game. IT IS NOT! It is very hard to play and is not fun at all. If your looking for a good skateboarding game get Tony Hawk. It is way better.
1,"Helllo! I am Mambo Racine Sans Bout, the same Mambo Racine about whom Ross Heaven has so many nice things to say in his book, ""Vodou Shaman"". It is with some regret that I must warn the prospective reader that most of what is in this book never actually happened - Ross is willing to say anything for a buck, apparently. He never let me see what he was writing until the book was published, and I never imagined he would make up so many stories! Now that I have refused to support his activities he is very angry with me, but the fact remains that this book is 99% BUNK. [...]"
2,"I was skeptical about renting Monster-In-Law after all the bad reviews I had heard. I am glad I did!! Yes, it is not Oscar material, but it is still a fun movie. I enjoyed it and so did my husband. The only part I found unrealistic is how easy it was for Charly to get Viola to move out of their house. In real life, I'm sure it would not have been that easy. I would have like to seem more of Viola's mother in law too. She was funny!!! Wanda Sykes provides comic relief and is hilarious. Ignore the bad reivews and give it a try!"
1,I ordered a book from Bookmans over a month ago and never received the item. They don't allow customers to track a package so who knows if they ever sent it because they refuse to contact me about it. Don't order items from this company!
1,"Allison Dubois is not a real medium, please don't waste your money. She is a joke and gives real mediums a bad name."
2,The item is as described on the website and it was easy to use and install. It has given a great look to my car and the family enjoyed it.
1,"I bought the Poulan Pro 2 Summer's ago, and it ran for most of the season then it started surging and burning oil. I brought it to the local lawnmower repair shop, and he repaired the carburetor, replaced the spark plug and filter. It ran well for the second season. Now it's starting to surge and sputter after one month into the third season. I always run the engine until the fuel runs out before I store it at the end of the season. Would recommend you avoid this model."
1,"Looked like a good idea, but this just doesn't work. Won't grip the arrows, then slips. Not worth returning, learn from my experience and save your money...."
2,I bought this for my mini e-revo. I am a little disappointed that the car will not fit on there with the tires on unless you put it on crooked(from corner to corner) It is a nice stand I dont regret buying as it does still work. I took some magnets and glued them to the bottom of the catch tray to help hold those small pesky nuts and bolts in place with out losing them.
1,"Seriously, don't waste your time on this. Even at $3.45, you would not get your shipping refunded right? Not to mention you will have to pay for shipping to send it back.Aside from the terrible odor that does not go away, it does not work. I laughed when I read another review that talked about the smell...... even if it had kept the combination I set, which it did not, the spread apart locking mechanism does not hold. Lucky for me that I was able to pull it out of the hole sine the combination I set did not work. It requires a tool to set the combo and it is not intuitive or easy at all, though it seems like an easy enough process. Anyway I set the combo, it seemed to take, then I stuck it in the computer and set it. After that the combination would not open the lock.......Warning Will Robinson..... Warning, Warning, BAD, BAD, BAD NEWS!!!"
2,"This book has divided the important topics into 5 sections. The book gives general and specific things to study and the practice test is pretty good. The only bad thing about the practice test is that it only gives 4 answer choices per question, while the actual test has 5 answer choices. The time it takes to take the actual test will be longer than it takes to do the practice test."
1,"I am glad to read all the reviews of this third part docudrama. I won't be purchasing The Last Full Measure. However, Civil War buffs like myself, should give a serious thought of purchasing two unknown gems entitled: Wicked Spring and Pharoah's Army. I bought both of them and I am not disapointed. They can be purchased here on Amazon."
2,This is the best movie I have ever seen. It allows us to think more clearly about the world's psychotic obsession with capitalism.
1,It brokeimmediately. Do not purchase!The materials are cheep and not worthy of purchasingBig disappointmentBuy something different
1,"The basic premise in this book is good - you don't need to punish your dog to train her, but it is a little off the wall sometimes. For example, the author suggests that your should play music for your dog while you are out of the house and leaving her alone (good suggestion), but then goes on to say that the best type of music to play is New Age. It also suggests not buying prepared food for your dog, instead feeding her raw food which is the only type to contain ""life energy"". I love my pets, but all of this goes a little too far for me. the only reason I don't send this book back is because it only cost $8 to begin with and would cost me $3 to send it back. For $5 I'll keep it and try to get past the tree hugging."
1,"Cheap construction, poor fit, and it rattles like crazy. It will serve the purpose, but it simply wasn't built for the abuse of staying on the back of a Wrangler. I'd spend a little more money for a better quality hitch step if I did it all over again."
1,"This product is inferior to say the least. I thought since it was a Cuisinart it would be a good product. I was solely wrong, I should have listened to the reviews on this one. This blender cannot do malts, smoothies, or anything for that matter. The lip on the end is terrible, everything ends up on the counter vs. the dish or cup you are trying to get the contents into. I figured since the original list price on it was $180, it would be high quality. STAY AWAY! This blender is worse than my $15 Walmart special. Returning this and will look into a Ninja instead."
1,Part ordered and sent was right number but wrong part new update cap is tan with white ring received tan with black ring call 254-582-2548 if you have any questions
1,"Just bought all three parts of the LOTR trilogy on CD. The reviews talked about how it was read by someone and it wasn't different actors or voices, etc. However, it is exactly that different actors reading the parts. It is not a person reading the book to you. I'm going to listen to it and then either sell it or gift it but I am very disappointed. Amazon needs to be careful in lumping together reviews of products that once existed with new ones and with different formats, etc. This is not acceptable."
1,"Beware, Grossman plays the songs on this dvd, but never shows you how to play them. The tab is so different from the way he plays the songs that you have to learn them by ear. Inaccurate tab seem to be the norm with Grossman's material. It's really too bad, because he's a great guitar player. I would love to sit down with Grossman and make him play these songs using the tab provided. Come on Stefan, buck up and proofread your material before you put it on the market."
2,"This book provides an excellent insight into a humble soul truly united with Christ. It's an inspiration to re-examine our own lives to see the how we can unite our sufferings with the Lord and allow Christ to work through us. It also reinforces the message of God's Divine Mercy and God's desire to shower us with His mercy when many may think we do not derserve it or even want it. While we can never merit God's mercy, He truly was working through St. Faustina to spread his message that he wants to give his Mercy to all who accept Him and to the whole world which is in so desperate need of Mercy. Reading this book will make you look at things differently and it is a grace to read."
1,"it seems to have been designed with a much wider bottle neck in mind, because it doesn't fit a standard one. it requires a huge effort to squeeze the sides together to cut the foil. buy a Screwpull - you'll be much happier."
2,"Koffi Olomide's Orchestre Quartier Latin's ""Force de Frappe"" retains the flavor that made the band famous. Recall the days of ""Magie,"" ""Andrada,"" ""Papa Plus"" and ""Noblesse Oblige,"" among others. The group's animations and instrumentation represents the best of African dance music. Although Koffi retains his original identity, clearly his current work shares a lot with other contemporary catchy dancable tunes popularized in Kinshasa and Paris. Latin Quartier's current work is fresh and is an indication that musically, the Congo has weathered the harsh realities of war to bring happinnes to many of us living far away from Africa. In ""Force De Frappe,"" Koffi has not let his fans down. An excellent adddition to African-Latin heritage!"
1,"These earrings were quite pricey for being ""simulated"" pearls. They were also a darker shade of champagne than what I expected them to be. I purchased these to wear to a wedding and now that I've seen them, I'm not sure that I'll even wear them. I was looking for something that appears ""classy"" but these appear somewhat ""gawdy"". I'm not impressed at all."
1,"The graphics on the game are good, and as a basic poker game it passes, but if you're looking to practice your skills with this game, it disappoints. All of the computer players stay in with basically any hand, regardless of the level of play. I've been beaten by too many Two-Eight off suits to mention."
2,This is a WOW book. It first analysis the way we think & then step by step it explains the changes that we need to incorporate. My Favourate chapters are Casual flow chart & matrix.
2,"This book is great for a beginner to get a first idea of what goes on behind the scenes to create different effects/qualities in photos, and as such, provides a good quick beginner's reference to put in your camera bag. However, I feel that this should be a companion to a more in-depth book, which goes into greater detail on subjects like exposure."
1,"I love the plain Zico coconut water, its pure not from concentrate, and its so delicious. I always buy the 33.8 pack of 6. This mango flavor was torture to finish! Save your money for the pure Zico coconut water which is so good it's addicting!"
2,"got it for my son whi is only 12,wanted something that would smell nice to not strong, he loves it"
2,"The pet stroller is so much fun! I strolled a 5K with my 13 year old scottie and we had such a great time! He loves the action but just can't walk that far anymore. The stroller was very easy to assemble, folds (fairly) flat for storage and transport, is tall enough that I do not have to stoop like with some baby unmbrella strollers and the wheels are large and agile enough to handle a variety of ""road"" conditions. It's terrific."
1,"Maybe the Poe fan might who knows nothing of the man or his work will find this to be of interest, but any prior knowledge of Poe and his works dooms this film."
1,"Leslie Howard tries really hard to play the early versions of the Paganini etudes on this CD but unfortunately just does not have the technique to pull it off. The playing comes off as slow, clumsy and most of all, unmusical. To get a better idea of what the earlier studies are suppose to sound like under the hands of a great technician, check out Nikolai Petrov's rendition:Nikolai Petrov Plays Works on Themes By Paganini."
2,"I've been practicing Pilates at home with videos/DVDs for several years, and have grown tired of most of the offerings available. It seems like they're all pretty much alike. However, I found this one to be a refreshing, and fun, change. There are 3 sections: arm work, a magic circle section that includes both leg and arm exercises, and a short section with your back body completely up against a wall. I especially liked the section using the Pilates magic circle (aka Pilates ring). You can tell the instructor really knows her stuff (and you're sure to like her cute little doggie, too!). Recommended for all Pilates enthusiasts who want something new to challenge them."
1,"I have read several Jude Deveraux books, and I can say that this is not only the worst Deveraux book I have ever read, but pretty much the worst book I have *ever* read. The writing is stilted and unnatural; the story contains none of the sass and romance that Deveraux's books usually do. Stick with the ""Highland"" series -- ""Highland Velvet,"" ""Highland Song,"" etc, and don't bother to pick this one up. It is so unlike any other Deveraux I have read that I cannot believe she wrote it -- and the copyright of ""Deveraux, Inc."" only helps confirm those fears."
2,I purchased these Valeo weights because I was very weak after spending 3 months in the hospital & 1 month in rehab. I use them on my legs & do a variety of leg workouts to strengthen my leg muscles. I like that you can remove some of the weight simply by opening a velcro closure & pulling it out but I find them a bit awkward to put on but once on they are not going anywhere! I recommend these to anyone who are looking to improve muscle tone in either their arms or legs.
2,This remake of Halloween by Rob Zombie actually is a good horror flick. It made me jump in a couple of scenes. For all that bad mouth it yes its a remake hollywood sometimes runs out of ideas. Though if you keep an open mind then you might end up liking the movie. As for myself I enjoy the movie just seem a little long. I thought maybe should have been maybe an hour and half not the two hours it ended up being. But I will try seeing the sequal and then make up my mind about whole remakes Zombie is doing. But if you love your horror movies and have an open mind to possiblity have liking this movie then watch it and see if you end up enjoying it. Most of my horror movies I have just for the blood and gore not for the plot lines.
2,"this is a good CD....nice, upbeat, and inspirational. The best tracks on this album are ""Bring It all back"" and ""Two in a Million"". Bring it all back is good because it offers encouraging words to those who are having problems believing in themselves. Two in a Million is good because it is about having someone in your life, who means so much to you, so much that you believe that you and that other person are just 'Two in a Million' with how good your relationship is. This is a great CD with quality pop songs, for the most part anyway. The last few tracks are kinda like filler songs, not very good, but for the most part the album is great for any pop music fan."
1,"Being a loyal follower of the McNally series, this one makes me miss Mr. Sanders even more. For the first time I struggled through an Archie adventure, not hanging on every word for a clever delivery, but hanging on until I reached the end. The beloved, well developed characters that Mr. Sanders brought to life on the pages of his novels have lost their zest. The chemistry and sizzle between Archie & Connie have fizzled. The Pettibones take a back-seat, as do the Olson's. We can only hope the series continues.....with a different ghost writer or Mr. Lardo tries a little harder to regain the Sanders' touch."
2,"I have used this case for over a year and a half to swim laps and I love it. Each time I use it I swim for over a mile freestyle, so yes it works for an active swimmer with their head fully in the water. The headphones are not perfect, you will sometimes get air pockets which makes the sound go in and out a little when you turn your head, but overall they work. I am able to listen to tunes while swimming laps, same as if I was running. The arm sleeve is the only disapointment, it does not adjust small enough for my arm (I'm small but not that small and it would have to adjust 2 inches smaller - only a massive body builder could use the arm sleeve). I just clip the case on the back of my suit and it works, but I would like to have the armband work."
1,"I was very disappointed by this book. I was looking for something that would provide creative ideas for projects/activities for either my 2 year old or my 9 year old. For example, # 217 When you drive past a cornfield, go slowly to admire their beauty and think about the hard work that went into growing the cornstalks."" My 9 year old could care less and my 2 year old would be interested for about 2 minutes. At what age would that be interesting to a child????"
1,Just an ordinary collection of young Japanese people in face or body shots wearing ordinary everyday street clothes. Very few nude or provocative shots. Was this someone's first intermediate school photo project? I am going to delete Nan Goldin's name from my hard drive.
2,"Like the Mickey Mote...only drawback is that you have to have a DVD player. Grandson runs DVD's through his playstation in his bedroom so the only place he can use the Mickey Mote is in the living room. But it is very cool, just wish he could use it in his bedroom."
1,"The Kindle is a great concept. The lack of back up for subscription content is definitely a con. As is the weight. But the worst con of all is: Why are the electronic books so expensive?? The average paperback is only $7. That is with all the materials, shipping, etc... costs. An ebook is only digital data sent directly to the Kindle unit. Why is it $10+ a book?? I would much rather go to Barnes and Nobles and pick up a paperback. No back up issues and much cheaper. Until this is ironed out, no Kindle for me.."
2,I loved this book because it gave me a gentle introduction to the hardships of chinese culture. The descriptions of foot bindings were so painful but enlightening. China has always been such a mystery to most of us.
1,"This study guide is the worst, some of the chapters don't match with the book, and there are very few quizzes, it just wants you to write the textbook over again in the guide."
1,"I ordered this recipe book in Dec. 2005, 4 months later I am still waiting for it. It was delayed shipment by Amazon.com 4 times, until I finally cancelled the order 4/22/06 when Amazon.com delayyed the order again until June 2006. They still do not know if they will get a shipment in. DON'T WASTE YOUR TIME ORDERING THIS BOOK!!!!!!!!!!"
1,"I don't know how this product is because it supposedly left the warehouse on August 7th and it's August 17th and nothing yet. USPS said it was ""misrouted by the shipper"" so who knows when I'll receive this movie. It's a birthday gift for a girlfriend of mine for August 26th. I just hope I get it in time!There is no phone number to contact Amazon.com either..."
1,"that's all....a very disappointing movie. The plot was all over the place, the animation seemed lacking, it honestly reminded me of a family guy/ aqua teen show.....not in the good way. Futurama was one of the best, creatively ingenious animated shows I've ever watched. And now......wow, that was disappointing"
2,"I have made this stove - without the nifty legs - from a couple of aluminum beer cans. That was a fiddly solution to a simple problem. This, however, is not fiddly, and absolutely bombproof. I got it with the ti-lite mug, and if what you're looking for is something to cook Ramen with on the Appalachian Trail so that you can make all your friends go Oooooooooo, this is the stove for you. Which is kind of mean-spirited, because this stove works well. The legs are stout, the stove is light but gives the impression of indestructability.I take away one star because if you don't have a small-ish pot (e.g. the abovementioned ti-lite mug), this is not the stove for you, so much. Plus adding alcohol to a hot stove is not everyone's idea of fun. If space weren't an issue for me, I would probably have gotten a Whisperlite Internationale. But I have one of those, and got this instead. For the purpose, it's a great little stove."
2,"I began reading my copy of Alongside Night when I got home from the office, and couldn't put it down until I finished a few hours later. J. Neil Schulman's tale, written back in the 70s, reads well today; it could be our near future, what with all the trillions being created out of thin air this past year.I'd love to see a followup describing the beginnings of the Agorist Cadre."
2,"Some good songs, some so-so. Jennifer Knapp is great. I like the Newsboys remix, too. Check out the artists and make sure you like most of them."
1,"the fact that it still says this book was based on a real diary seriously bugs me. you cant pity the main character, shes just plain out dumb.. i bought this book tonight and im almost done with it.. i think i'm gonna go return it tomorrow or give it away, its just something not really worth reading"
1,"I had an HP Printer that held up for 4 years of undergrad and one of law school before I decided to replace it (worked fine, just was a bit slow). Since I had such good luck with my last HP (5 years of printing) I thought I would get this model. I have been consistantly disappointed with it ever since. It constantly reports that it is out of paper when it is not, routinely pulls in 2 sheets at a time, reports paper jams when there is no paper in it, and has lately taken to saying that the ink cartridge can't move, which also isn't true since just turning the thing off and on fixes that problem. Whatever you do, don't buy this printer, if possible I would give it 0 stars."
1,You can go backstage.Thats the closest to a compliment I can give for this waste of putrid... [feces](dooke)that electronic arts has deemed a video game!All the rest of the game is awful!The controls are slow and out of place and the characters look like gorrillas rather than wrestlers!And then the energy system ruins the gameplay.And the graphics are blocky and just plain... [butt]-ugly!I could go on forever!Get WWF No Mercy or WCW Revenge if you want a good wrestling game.This game sucks.Dont get it or you will be sorry!
2,"Sturdy, works well, cheap. Long as hell. Don't Buy 50+$ ones from best buy works just as well and you'll save some mean cash"
2,"Really like it,may have to make some adjustments in order to get it to work with your particular TV brand. Had to drill holes bigger in mount plate."
1,"I think everyone else has said it well! It didn't have lots of reviews when I bought it and got swindled in by the cheap price! I just spent an hour trying to pick all the feathers out of my mattress, sheets and blankets! It looked like a duck exploded on my bed when I took the featherbed off! Needless to say, this is going on my curb come trashday!"
1,"This Book is too Outdated.Buy this Book Instead ""The Complete Guide To Home Wiring""This Book is 2oo Times Better Then Wiring Simplified."
2,"Ms. Auerbach takes the reader back to the Victorian ages through the medias of art and literature to examine the image of the female during the period. She portrays the image of the female as ""Mythic"" - that is, as very broad and also very powerful, effecting the entire age and the ages to come. She discusses such works as Svengali, The New Magdalen, and the artistic works of Rossetti. Her thesis is basically that during the Victorian Era there was a sort of ""crisis of faith,"" and the image of the woman stepped up to replace the ideas held by religions, thereby becoming angelic or demonic. The book is well written, thought provoking and informitive in its presentation."
2,I bought this album to replace the original vinyl album from long ago which was passed on to my oldest son's collection. Very happy to recapture my enjoyment of their great music.
2,"I have bought this classic Christmas show three times (VHS,DVD twice!) and I would have to say the 50th anniversay edition is the version to buy. The first thing I noticed was that the Grinch is green, the color he is supposed to be. An earlier DVD had him looking mustard yellow. :-( The print and transfer are very good and there are some cool extras, including 'Horton Hears a Who'. ""You're a mean one""............:-b"
2,"I've only done the full yoga segment so far but I really liked it. She does a great job of cueing you through the poses and giving great instructions to ensure your form is correct. She also instructs on how to move from 1 pose to another so that particular aspect is good for beginners. My only complaint is that I wish it did go faster. She does take a bit of time getting from 1 pose to another so your heart doesn't get going too much. Even the sun salutations are rather slow so that doesn't get the heart rate up. But the routine is good and she intersperses spinal twists throughout the workout and she has some different poses so it's not just ""same old/same old"". If your upper body strength isn't great or you have any shoulder issues, this is good because she doesn't do a lot of 1 arm balances or excessive sun salutations."
1,"No matter what the company says, the device will not work in Windows 7. Yes they have drivers and no they do not work. After an hour tech support will finally admit that the drivers are frantically being re-worked because the current ones fail. Why didn't they admit that before I spent the hundred bucks? I guess they wanted the hundred bucks more.Read what others are saying: IT DOES NOT WORK."
2,"Gave this to my husband as one of his Christmas gift. He fell in love instantly. He never expected that a gas grill could give this much nice flavor to a steak. We've grilled all kinds of meat, fish, and vegetables with it. No problem at all. It also works out great with my ceramic pot to make stew and soup."
2,Dr. Michael Savage has hit another home run with this provocative book of his no-nonsense expression of conservative ideas. Dr. Savage does not apologize for his concrete conservative stance on the important issues facing our nation today. If only the vast expanse of our liberal college campuses would begin to expose our next generation to some of this truth serum...
1,Item installed in '05 Dodge Ram 1500. It would only work in one not so conveinient spot on the steering wheel. It also will not work if there is direct sunlight on the receiver. BE PREPARED for possible disapointment. I was.
